post_id,label
1kbi1cb,0
1kb36q9,1
1kav2ur,1
1kann5p,0
1kahzbp,0
1kagsn1,0
1ka8rkr,1
1ka4m62,1
1k9mcme,0
1k998h2,0
1k848dl,0
1k6m6v8,0
1k6m4q6,0
1k6l475,1
1k6hxo7,0
1k67tfo,0
1k4xw4z,0
1k4r220,0
1k471bu,1
1k2xtuz,0
1k2u0vr,0
1k2n5e5,0
1k1xghi,0
1k0y85c,0
1k0prou,0
1k0g7i4,0
1jzz3h0,0
1jz8bth,1
1jyvpbi,1
1jyhjp5,1
1jy11vr,1
1jxhl4k,0
1jxhjld,0
1jxhgbx,0
1jx4s7z,0
1jwa087,0
1jve5m7,0
1juwqmu,1
1jupiqe,0
1juosfo,0
1juafpi,1
1ju4en2,0
1ju2wtn,0
1jtwxys,0
1jtn4rr,1
1jti422,1
1jtgxbu,1
1jtetvb,0
1jta32t,0
1jt8992,0
1jt58ad,0
1jt1div,1
1jsr03r,0
1jsg5h3,0
1jrt3a2,0
1jrmbi4,0
1jr6gtb,1
1jqcxb7,0
1jq2dwb,1
1jpwu9s,1
1jpj8of,0
1jpgnpx,0
1jo410z,0
1jnu3u9,0
1jnairq,0
1jna76t,0
1jmhxjq,1
1jlq3os,0
1jlnxdr,0
1jlnwiw,0
1jlll4b,0
1jkx6k9,1
1jkudr9,0
1jklm7b,1
1jk0a92,0
1jjtobb,0
1jim8c8,1
1jim5mz,1
1jii82e,0
1jieibi,0
1jibpmy,0
1ji4v7i,0
1jhw6sn,0
1jhps52,0
1jhn8tp,1
1jhar6l,0
1jh2de6,0
1jh28yj,0
1jh0e5d,0
1jgwt9c,0
1jgvg8o,0
1jgsqo1,0
1jgc5aw,0
1jfykks,0
1jfvzpg,0
1jf32td,0
1jf2klu,0
1jf0odn,0
1jf0fnv,0
1jezpcg,1
1jejdj4,0
1jdxhfd,0
1jdw1q1,1
1jdvsn1,1
1jdffh5,1
1jbr0fb,0
1jbfas9,0
1jb63ar,0
1javktd,0
1jala3k,1
1jabwk1,0
1jab1uw,0
1ja583j,0
1j9trej,1
1j9ogxy,1
1j99ikw,1
1j8grb6,0
1j8fq9b,1
1j7ybiz,0
1j7f65s,1
1j7d7rp,0
1j7cx3b,0
1j76ptj,0
1j738c6,0
1j6pk4i,0
1j604wh,1
1j5uvrr,1
1j5idkx,0
1j3n6hd,1
1j3jjeq,1
1j357ll,0
1j2mznp,0
1j1xtex,0
1j1xpvs,0
1j1ot5o,0
1j1oq5e,1
1j1jov1,0
1j0gppa,0
1iyi9zt,0
1iyeprs,0
1ixunvr,0
1ixknnf,0
1iwlzpj,1
1iwlbdr,1
1iw4bdm,0
1iv7vek,0
1iv7t8r,0
1iv10tq,1
1iux2uc,1
1iusqx0,0
1iud3th,0
1itrcx8,0
1it6eog,0
1it2azl,0
1iseyax,1
1irvxmj,1
1irprru,1
1ir6h1v,0
1iqxwc5,0
1iqvp9q,0
1iqnz4c,0
1iqcy0k,1
1ipxjd1,0
1ipqjlp,0
1ipmqq3,0
1iplkzk,0
1iplkof,0
1ipljv2,0
1ip92rh,0
1iow1mm,1
1iov3ud,0
1iol5je,0
1ioafpw,0
1io2ejp,1
1inw9b5,0
1inw163,0
1in4yev,0
1in234c,0
1imtl5t,0
1imo5g0,0
1imh5ks,0
1im6pm4,0
1im6iks,0
1ilxwz3,1
1ilxp91,1
1ilp8tr,1
1il9pq2,0
1ikppob,1
1ik2ce8,0
1ijyn5x,0
1ijygg6,0
1iiwhx5,1
1ii8v0j,0
1ihq4ta,1
1ih1vrp,0
1igkc5o,0
