post_id,label
1kbi1cb,1
1kb36q9,1
1kav2ur,1
1kann5p,1
1kahzbp,1
1kagsn1,0
1ka8rkr,1
1ka4m62,1
1k9mcme,0
1k998h2,1
1k848dl,1
1k6m6v8,1
1k6m4q6,1
1k6l475,1
1k6hxo7,1
1k67tfo,1
1k4xw4z,1
1k4r220,0
1k471bu,1
1k2xtuz,1
1k2u0vr,1
1k2n5e5,1
1k1xghi,1
1k0y85c,1
1k0prou,0
1k0g7i4,1
1jzz3h0,0
1jz8bth,1
1jyvpbi,1
1jyhjp5,1
1jy11vr,1
1jxhl4k,0
1jxhjld,0
1jxhgbx,0
1jx4s7z,1
1jwa087,1
1jve5m7,1
1juwqmu,0
1jupiqe,0
1juosfo,0
1juafpi,1
1ju4en2,1
1ju2wtn,1
1jtwxys,0
1jtn4rr,1
1jti422,1
1jtgxbu,1
1jtetvb,1
1jta32t,1
1jt8992,1
1jt58ad,1
1jt1div,1
1jsr03r,1
1jsg5h3,1
1jrt3a2,1
1jrmbi4,0
1jr6gtb,1
1jqcxb7,0
1jq2dwb,1
1jpwu9s,1
1jpj8of,1
1jpgnpx,1
1jo410z,1
1jnu3u9,1
1jnairq,1
1jna76t,1
1jmhxjq,1
1jlq3os,1
1jlnxdr,0
1jlnwiw,0
1jlll4b,1
1jkx6k9,1
1jkudr9,0
1jklm7b,1
1jk0a92,1
1jjtobb,0
1jim8c8,1
1jim5mz,1
1jii82e,0
1jieibi,0
1jibpmy,1
1ji4v7i,0
1jhw6sn,0
1jhps52,0
1jhn8tp,1
1jhar6l,1
1jh2de6,1
1jh28yj,1
1jh0e5d,1
1jgwt9c,1
1jgvg8o,1
1jgsqo1,0
1jgc5aw,1
1jfykks,1
1jfvzpg,1
1jf32td,0
1jf2klu,1
1jf0odn,1
1jf0fnv,1
1jezpcg,1
1jejdj4,1
1jdxhfd,1
1jdw1q1,1
1jdvsn1,1
1jdffh5,1
1jbr0fb,1
1jbfas9,1
1jb63ar,0
1javktd,1
1jala3k,1
1jabwk1,1
1jab1uw,1
1ja583j,1
1j9trej,0
1j9ogxy,1
1j99ikw,1
1j8grb6,1
1j8fq9b,1
1j7ybiz,1
1j7f65s,0
1j7d7rp,1
1j7cx3b,0
1j76ptj,1
1j738c6,1
1j6pk4i,1
1j604wh,0
1j5uvrr,1
1j5idkx,1
1j3n6hd,1
1j3jjeq,1
1j357ll,0
1j2mznp,1
1j1xtex,0
1j1xpvs,0
1j1ot5o,1
1j1oq5e,1
1j1jov1,1
1j0gppa,1
1iyi9zt,1
1iyeprs,1
1ixunvr,1
1ixknnf,1
1iwlzpj,1
1iwlbdr,1
1iw4bdm,1
1iv7vek,1
1iv7t8r,1
1iv10tq,1
1iux2uc,1
1iusqx0,0
1iud3th,1
1itrcx8,1
1it6eog,0
1it2azl,1
1iseyax,1
1irvxmj,1
1irprru,1
1ir6h1v,1
1iqxwc5,1
1iqvp9q,1
1iqnz4c,1
1iqcy0k,1
1ipxjd1,1
1ipqjlp,0
1ipmqq3,1
1iplkzk,1
1iplkof,1
1ipljv2,1
1ip92rh,1
1iow1mm,1
1iov3ud,0
1iol5je,1
1ioafpw,1
1io2ejp,1
1inw9b5,1
1inw163,0
1in4yev,1
1in234c,1
1imtl5t,1
1imo5g0,1
1imh5ks,0
1im6pm4,1
1im6iks,1
1ilxwz3,1
1ilxp91,1
1ilp8tr,1
1il9pq2,1
1ikppob,1
1ik2ce8,1
1ijyn5x,0
1ijygg6,1
1iiwhx5,1
1ii8v0j,0
1ihq4ta,1
1ih1vrp,1
1igkc5o,1
1ige83x,1
1ig8f02,1
1ifemxa,1
1ief796,1
1idjr2d,1
1idgx3g,0
1icr5jm,1
1icjufa,1
1ic4iqv,0
1ibxlcd,1
1ibvtuu,1
1iakv2j,0
1iakt2a,0
1iak9sn,0
1iak76l,0
1iak5rn,1
1iak44f,0
1iainuj,1
1i9sfzf,1
1i9sbjo,1
1i9s87z,1
1i9l7hu,1
1i9elbd,1
1i9a7g4,1
1i8eclq,0
1i7sal6,1
1i7s7hx,1
1i7nbcz,1
1i7ioab,1
1i7hjri,1
1i75ep0,0
1i75d44,0
1i74gh4,1
1i72pvz,1
1i6u6bs,1
1i6fzo6,1
1i68cof,1
1i4q41f,1
1i3ugbx,1
1i3pwvy,0
1i3d8zy,1
1i396q5,0
1i32to4,0
1i2r0wz,1
1i28as5,1
1i214pr,1
1i1lb83,0
1i0y976,1
1i0qbls,1
1hzp64c,1
1hzkwfq,1
1hzaefi,1
1hz35sg,1
1hz163d,1
1hxzvtm,1
1hxlsz1,1
1hxfpoo,1
1hx4r8f,0
1hx29xf,1
1hvpotu,1
1hvccgr,1
1hvafpe,1
1hu5pfl,1
1hu1h71,0
1htlgzj,1
1hteimb,1
1hte8zv,0
1hssx69,1
1hssqup,1
1hsneor,1
1hsg1sa,1
1hsbudq,1
1hsaqjv,1
1hsagpf,1
1hs2h10,1
1hryt63,1
1hrymt3,1
1hrxdzr,1
1hrn8qp,1
1hrhelf,1
1hr9rxr,1
1hpwszg,1
1hpf6g4,1
1hox1jb,1
1holqoz,1
1hojhts,1
1hoe8jd,1
1hodmln,1
1hobgp6,0
1ho68ph,0
1ho255l,0
1hnco98,1
1hnbiwn,1
1hn96u5,1
1hn07iv,1
1hmwvej,1
1hmm5oz,0
1hm76xo,1
1hm6nzf,1
1hlvn4u,1
1hlt95v,1
1hlk67t,1
1hlia0k,0
1hlgupe,1
1hl6s04,1
1hkc2bk,1
1hkag6q,1
1hjn0s1,1
1hjg29i,1
1hjakwe,1
1hj6hjf,1
1hi95x2,1
1hhxfc4,1
1hhqw9w,1
1hhpoze,0
1hhnka0,1
1hhmzzo,1
1hhksnd,0
1hh8eqn,1
1hh8ee6,1
1hh8e0s,1
1hgvvq5,0
1hgsc2d,1
1hgqfw9,1
1hgnxga,1
1hg34cl,1
1hg33qw,1
1hfyio0,1
1hfsd8m,0
1hfn37i,1
1hfkfnd,1
1hf1s8a,1
1hf1rus,1
1hf1rf3,1
1hf1r1n,1
1hewsnv,1
1hevxi6,0
1heio2f,0
1hefpqw,1
1hedr63,0
1hdtzkh,0
1hdmtkp,1
1hd6d83,1
1hbriqq,1
1hbpk58,0
1hans53,1
1ha29i6,1
1h9z9wr,1
1h9z97b,1
1h921fr,1
1h8vm5z,1
1h8s0p5,1
1h8kwbl,1
1h7xhj7,0
1h6v7ag,1
1h6s3w0,1
1h6rjg8,1
1h6i5ji,1
1h67wd8,1
1h5gvi8,1
1h5bz5u,1
1h5acu2,1
1h5aaqn,1
1h4n7on,1
1h4f08l,1
1h43t1l,1
1h43dao,1
1h4342l,1
1h431sp,1
1h3v51r,1
1h3uwsw,1
1h3ia72,1
1h33h5o,1
1h33cm3,1
1h2tw08,1
1h2c64g,1
1h2byxs,0
1h2at34,1
1h1q3st,0
1h1jnms,0
1h1jjra,1
1h1erkd,0
1h0rlou,0
1h06mdh,1
1h0642i,1
1gzwu4b,1
1gzcz3e,0
1gyiu0r,1
1gycqs5,1
1gy7uc2,1
1gy7tkz,1
1gy7scm,1
1gy7ras,1
1gwh5t1,1
1gvj5wx,1
1gvavmn,1
1gv7n1r,0
1gv6cc7,1
1gv68ox,1
1guq0t3,1
1gupzjj,1
1gupwx4,1
1guprbs,1
1guobbj,1
1guoa3u,1
1guf1m7,1
1guchrp,1
1gu64b9,1
1gu0ryi,1
1gtel5t,1
1gtdryl,1
1gt9o2r,0
1gsmc1x,1
1gskgaj,1
1gs4j7r,1
1gs2xb3,1
1grvybu,1
1gr5jw0,1
1gqm2op,1
1gqkv7g,1
1gqeghn,1
1gqeg18,1
1gq2cqh,1
1gpsyqn,1
1gpoo92,1
1gpoacz,1
1gpnq23,1
1gpcwes,1
1gozeax,1
1goyrcz,1
1goyqmx,1
1goyp49,1
1got63t,1
1gmmyx3,1
1gml7ic,1
1gml2hq,1
1gmhms8,1
1gmfp0x,1
1gmdvyo,1
1gm1c0g,1
1gle76f,1
1gl2zg3,1
1gkt9x5,0
1gkbizy,0
1gjpw23,0
1gj4296,1
1gj3hr7,1
1gj1tt3,0
1gizopw,1
1gizewf,1
1gizbgc,1
1gixngl,1
1gixa0b,1
1gix7kw,1
1gin5pj,1
1gigswj,1
1gibsj3,1
1gi7z9a,1
1gi7bpx,1
1ghqjg2,1
1ggupx1,1
1ggqj5a,1
1ggkthy,1
1ggkrej,1
1ggkqf7,1
1ggcfo2,1
1gg7wac,1
1gftzw5,0
1gftjse,0
1gfthl5,0
1gfs1ay,1
1gfbuyd,1
1gf2k55,1
1gezo7i,1
1gemin1,1
1geddl8,1
1gea1tt,1
1ge5fw2,1
1ge5c3u,1
1ge1j2u,1
1gdvqpc,0
1gdp3j7,1
1gd61q6,1
1gczhpw,0
1gcuigq,0
1gct5se,1
1gbze7i,1
1gbzd8o,1
1gbzc34,1
1gbm45a,1
1gblogk,1
1gbkrc2,0
1gb8vv7,1
1g9ghfe,0
1g9any7,0
1g91i3s,1
1g8ppq9,1
1g7t51m,0
1g7s4xd,1
1g7mk2y,1
1g7ewmb,1
1g5xj1y,1
1g5x25e,1
1g5iexb,1
1g596om,1
1g4kii2,0
1g4grlm,1
1g41rmd,1
1g399ya,1
1g312t2,1
1g2jssj,1
1g265eb,1
1g25cx0,0
1g1zrlr,1
1g1y2ah,1
1g1uk38,1
1g1i5ia,1
1g1b8er,1
1g0xc2h,1
1g0tdy5,1
1g0sbk9,1
1g0s881,1
1g0o4qv,0
1g0maqq,1
1g0jzdr,1
1g0g4gw,1
1fyxl6m,1
1fyufq1,1
1fyqp2f,1
1fxzx4k,1
1fvyd9k,1
1fvxem3,1
1fvtmfy,1
1fv6uh0,1
1fv1k9c,1
1fv0j1m,1
1ftmfvo,1
1ft6a3u,0
1ft094c,1
1fsfbol,1
1fr15ta,1
1fqhiri,0
1fq3bc1,1
1fpuvka,1
1fpmdhm,1
1fp35lg,1
1foodbh,0
1foge6f,1
1fny69w,1
1fnsxxn,0
1fn5kwn,1
1fn5kkp,1
1fn5fdt,1
1fm34tc,1
1flxjjn,1
1flv7vo,1
1flv6y9,1
1flg344,1
1fkupm7,1
1fksujg,1
1fks7lj,1
1fkrp5b,1
1fkrkrt,1
1fkre4r,1
1fjywwc,1
1fjm1ny,0
1fhzujh,0
1fhy0bw,1
1fhvtmk,1
1fhf5hm,1
1fh58ui,1
1fgnnaq,1
1fgb0g6,1
1ffhnpp,0
1ff69kd,1
1fdy5bx,1
1fdxv4i,1
1fdr7h4,1
1fdlmxe,1
1fcvnr4,1
1fcip6u,0
1fc0vb6,1
1fb9g5m,1
1famo41,0
1fa29jv,1
